product_id,Category,Title,Price,Image URL,Key Features,Specifications,Product URL
225,AC,"1.5 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹35,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-su18zkywt_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, Converti7: 7 Stages of Cooling Performance, 3 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-su18zkywt.html
230,AC,"1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹43,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/acrevised.jpg,"Smart Split AC with Auto Convertible Inverter compressor, Converti7: 7 Stages of Cooling Performance, 5 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-nu18zky5w.html
235,AC,"1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (7 in 1 Convertible with True AI Mode, 4 Way Swing, Active Air Purification by nanoeX/nanoe-G and real time AQI monitoring, Matter Certified, 2024 Model, White)","₹51,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-hu18akyf_info_1_2406_1.png,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, nanoe X technology: Cleans and deodorizes indoor air, Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-hu18akyf.html
240,AC,"1.5 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹39,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-nu18zky4w_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 4 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-nu18zky4w.html
245,AC,"1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (7 in 1 Convertible with True AI Mode, 4 Way Swing, Active Air Purification by nanoe-G and real time AQI monitoring, Matter Certified, 2024 Model, White)","₹48,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/x/u/xu18akyf_info1_wd.jpg,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, nanoe G technology: Cleans indoor air, Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-xu18akyf.html
250,AC,"1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹54,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-vu18akyf_baseimage_2510.jpg,"Smart Split AC with Auto Convertible Inverter compressor, , 5 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-vu18akyf.html
255,AC,"1 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹37,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/acrevised_1.jpg,"Smart Split AC with Auto Convertible Inverter compressor, Converti7: 7 Stages of Cooling Performance, 5 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-nu12zky5w.html
260,AC,"1 Ton 5 Star Wi-Fi Inverter Smart Split AC (7 in 1 Convertible with True AI Mode, 4 Way Swing, Active Air Purification by nanoe-G and real time AQI monitoring, Matter Certified, 2024 Model, White)","₹42,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/x/u/xu12akyf_info_1_1004.jpg,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, nanoe G technology: Cleans indoor air, Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-xu12akyf.html
265,AC,"1 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹31,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-su12zkywa_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, Converti7: 7 Stages of Cooling Performance, 3 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-su12zkywa.html
270,AC,"1 Ton 5 Star Wi-Fi Inverter Smart Split AC (7 in 1 Convertible with True AI Mode, 4 Way Swing, Active Air Purification by nanoeX/nanoe-G and real time AQI monitoring, Matter Certified, 2024 Model, White)","₹45,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-hu12akyf_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, nanoe X technology: Cleans and deodorizes indoor air, Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-hu12akyf.html
275,AC,"1 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹34,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-nu12zky4w_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 4 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-nu12zky4w.html
280,AC,"2 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹50,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/acrevised_2.jpg,"Smart Split AC with Auto Convertible Inverter compressor, Converti7: 7 Stages of Cooling Performance, 3 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-su24zkywa.html
285,AC,"2 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹52,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/u/nu24zky4w_baseimage_2510_1.jpg,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 4 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-nu24zky4w.html
290,AC,"2 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 2 Way Swing, PM 0.1 & Ag Clean Plus Air Purification Filter, 2024 Model, White)","₹55,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-kz24akyf_info_1_2406-updated.png,"Smart Split AC with Auto Convertible Inverter compressor, Hot & Cold All Weather AC, 3 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-kz24akyf.html
295,AC,"2.2 Ton 4 Star Inverter Smart Split AC (Copper, 7 in 1 Convertible with True AI Mode, Twin Cool Inverter, Wifi enabled, 4 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹67,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/q/u/qu26akyf_baseimage_2510.jpg,"Smart Split AC with Auto Convertible Inverter compressor, Desert Series AC with Heavy Duty Cooling, 4 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-qu26akyf.html
300,AC,"2 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹63,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-eu24aky5fm_info_1_2406.jpg,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-eu24aky5fm.html
305,AC,"1.5 Ton 3 Star Inverter Window AC (Copper Condenser, Powerful Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹33,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/w/cw-ln183ag.jpg,"Inverter Window AC, Equipped with PM0.1 Filter, Equipped with Powerful Mode, 100% Copper for better heat transfer, Environment Friendly R-32 Refrigerant, 5 Years Warranty on Compressor, 3 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., ",{},https://store.in.panasonic.com/air-conditioners/2024-model/cw-ln183ag.html
310,AC,"1.5 Ton 4 Star Fixed Speed Window AC (Copper Condenser, Powerful Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹34,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/w/cw-xn184am_info_1_2406.jpg,"Fixed Speed Window AC, Equipped with PM0.1 Filter, Equipped with Powerful Mode, 100% Copper for better heat transfer, Environment Friendly R-32 Refrigerant, 5 Years Warranty on Compressor, 4 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms, ",{},https://store.in.panasonic.com/air-conditioners/2024-model/cw-xn184am.html
315,AC,"1.5 Ton 5 Star Inverter Window AC (Copper Condenser, Powerful Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹37,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/w/cw-xn185ag_info_1_2406.jpg,"Inverter Window AC, Equipped with PM0.1 Filter, Equipped with Powerful Mode, 100% Copper for better heat transfer, Environment Friendly R-32 Refrigerant, 5 Years Warranty on Compressor, 5 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., ",{},https://store.in.panasonic.com/air-conditioners/2024-model/cw-xn185ag.html
320,AC,"Panasonic 1.5 Ton 3 Star Premium Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 2-Way Swing, PM 0.1 Filter, CS/CU-SU18AKY3W, 2025 Model, White)","₹37,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/ac-su18aky3w-infographic_1_marffqi0q3wnpzia.jpg,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.5 Ton): Suitable for medium sized rooms 11.1 - 15.8 sq m (120  - 170 sq ft); Airflow of 576 CFM; Cooling Capacity of 5050 W & Ambient operating Temperature: upto 55 degree Celsius with 2 way Swing., Energy Rating: 3 Star. Annual Energy Consumption: 977.16 kWh. ISEER Value: 4.00 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 145-285 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 35/46 (db) & ODU: 53 (db)., Special Feature:India's 1st Matter enabled RAC powered by MirAie with 100% Copper Tubing helps in better heat exchange. True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-su18aky3w.html
325,AC,"Panasonic 1.5 Ton 5 Star Premium Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 4-Way Swing, PM 0.1 Filter, CS/CU-NU18AKY5WX, 2025 Model, White)","₹44,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/ac-cu-nu18aky5wx-infographic_17_ss6ovs9ipl4kf3t3.jpg,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.5 Ton): Suitable for medium sized rooms 11.1 - 15.8 sq m (120  - 170 sq ft); Airflow of 703 CFM; Cooling Capacity of 5100 W & Ambient operating Temperature: upto 55 degree Celsius with 4 way Swing., Energy Rating: 5 Star. Annual Energy Consumption: 759.55 kWh. ISEER Value: 5.20 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 100-290 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 34/47 (db) & ODU: 53 (db)., Special Feature:India's 1st Matter enabled RAC powered by MirAie with 100% Copper Tubing helps in better heat exchange. True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-nu18aky5wx.html
330,AC,"Panasonic 1.5 Ton 3 Star Hot & Cold Inverter Split AC (Higher Airflow, -7 ~ 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, 2-Way Swing, PM 0.1 Filter, CS/CU-EZ18BKYF, 2025 Model, White)","₹40,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cs-cu-ez18bkyf.png,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.5 Ton): Suitable for medium sized rooms 11.1 - 15.8 sq m (120  - 170 sq ft); Airflow of 576 CFM; Cooling Capacity of 5100 W & Ambient operating Temperature: -7 ~ 55 degree Celsius with 2 way Swing., Energy Rating: 3 Star. Annual Energy Consumption: 928.57 units. ISEER Value: 4.25., Manufacturer Warranty: 1 Year Comprehensive on Product, +4 Years on PCB, +4 Years on ODU Casing, +9 Years on Compressor, Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 145-285 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 35/46 (db) & ODU: 53 (db)., Special Feature:Hot & Cold Inverter Split AC, with 100% Copper Tubing helps in better heat exchange.Crystal Clean technology helps in enhancing the cooling performance,provides pure air and saves on electricity bills by self-cleaning of evaporator coils., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-ez18bkyf.html
335,AC,"Panasonic 1.0 Ton 3 Star Premium Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 2-Way Swing, PM 0.1 Filter, CS/CU-SU12AKY3W, 2025 Model, White)","₹33,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/ac-su12aky3w-infographic_17_ffl9iy4h746r8tdf.jpg,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.0 Ton): Suitable for small sized rooms 8.4 - 11.1 sq m (90 - 120 sq ft); Airflow of 494 CFM; Cooling Capacity of 3450 W & Ambient operating Temperature: upto 55 degree Celsius with 2 way Swing., Energy Rating: 3 Star. Annual Energy Consumption: 667.91 kWh. ISEER Value: 4.00 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 145-285 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 32/44 (db) & ODU: 53 (db)., Special Feature:India's 1st Matter enabled RAC powered by MirAie with 100% Copper Tubing helps in better heat exchange. True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-su12aky3w.html
340,AC,"Panasonic 1.0 Ton 5 Star Premium Wi-Fi Inverter Smart Split AC(India 1st Matter Enabled RAC, Higher Airflow, 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 4-Way Swing, PM 0.1 Filter, CS/CU-NU12AKY5W, 2025 Model, White)","₹39,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/ac-cu-nu12aky5w-infographic-017_lwmra4hqh3e83qx5.jpg,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.0 Ton): Suitable for small sized rooms 8.4 - 11.1 sq m (90 - 120 sq ft); Airflow of 494 CFM; Cooling Capacity of 3450 W & Ambient operating Temperature: upto 55 degree Celsius with 4 way Swing., Energy Rating: 5 Star. Annual Energy Consumption: 524.08 kWh. ISEER Value: 5.10 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 100-290 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 32/44 (db) & ODU: 53 (db)., Special Feature:India's 1st Matter enabled RAC powered by MirAie with 100% Copper Tubing helps in better heat exchange. True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-nu12aky5w.html
345,AC,"Panasonic 2.0 Ton 5 Star Premium Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 4-Way Swing, PM 0.1 Filter, CS/CU-NU24AKY5W, 2025 Model, White)","₹62,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/ac-nu24aky5w-infographic_17_togn0m7ragftr0pd.jpg,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (2.0 Ton): Suitable for large sized rooms 15.8 - 19.5 sq m (170 - 210 sq ft); Airflow of 720 CFM; Cooling Capacity of 6100 W & Ambient operating Temperature: upto 55 degree Celsius with 4 way Swing., Energy Rating: 5 Star. Annual Energy Consumption: 908.90 kWh. ISEER Value: 5.20 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB, +4  on ODU Casing and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 100-290 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 36/49 (db) & ODU: 57 (db)., Special Feature:India's 1st Matter enabled RAC powered by MirAie with 100% Copper Tubing helps in better heat exchange. True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-nu24aky5w.html
